,Song title,Song author,Genre
352291,Backdoor Man,Peer Gunt,
352292,Love Is Like A Song,Hanna Pakarinen,
352295,Latenight Lullaby,Bitch Alert,
352302,Teeny Weeny String Bikini,Ganther & The Sunshine Girls,
352303,Liehuva Liekinvarsi,Wartsila,
352313,Kuningas,Janne Mellin,
352315,Scarlett,Indica,
352323,Those Weren't The Days,Zacharius Carl Group,
352329,Reasons,Timo Kotipelto,
352335,Vauvantekohomma,Soul Captain Band,Reggae
352347,Tytto Tanssii Vaan,Kaksio,Pop
352348,Endless Summer,Caater,
352349,Marrakech,ATB,Dance
352352,Kiitti Vitusti,Tommy Tabermann,
352353,Age Of Love,Age Of Love,
352371,Musta Paraati,Maj Karman Kauniit Kuvat,
352373,I'm Over You Pablo,Dj Slow,
352375,Take Control,Jaimeson,
352389,Kaupunki Taynna Ihmisia,Happoradio,Pop
352390,My Heaven Is Your Hell,Lordi,Rock
352391,Aamu,BB Salby,
352394,Public=shopping,Giant Robot,Pop
352395,Satellite,Oceanlab,
352410,Kuolleen Miehen Kupletti,Viikate,Rock
352412,Syljen,Elastinen,
352415,Dangerous,Da Buzz,
352427,Burned With Desire,Armin Van Buuren,
352429,Taman Taivaan Alla,Kotiteollisuus,Metal
352430,Kaikki Yhden Puolest,Royal Family,
352432,Tale Of Revenge,Ensiferum,Rock
352433,Mundaya,Tim Deluxe,House
352447,Verta Ja Lihaa,Turmion Katilot,
352450,Avaimet Mun Kiesiin,Cheek,Hip-Hop/Rap
352452,Et Tahdo Tietaa,Jonna Tervomaa,Pop
352453,Endless,Technicolour,
352455,Trollhammaren,Finntroll,Rock
352473,Hyva Ihminen,Timo Rautiainen & Trio Niskalaukaus,Rock
352475,Guardian Angel,K-System,
352493,Silent Rain,Suburban Tribe,
352495,Kaiken Sen Jalkeen,@junkmail,
352508,Matkustaja,Egotrippi,Rock
352509,100 Km Ouluun,Scandinavian Music Group,Pop
352511,Comeback,Nylon Beat,
352514,Ota Mut,Ripsipiirakka,
352515,Vastaukset,Irina,Rock
352523,Spreading Death,Norther,
352524,Kunnes Toisin Todistetaan,Jarjestyshairio,
352528,Palvelemaan Konetta,CMX,Rock
352530,Ajattelen Sua,Kaksio,Pop
352533,The Quiet Place,In Flames,Metal
352535,Forever And A Day,Private Line,
352553,Wien,Ville Leinonen,
352568,Bittersweet,Entwine,
352570,Takes 2 To Tango,Jari Sillanpaa,
352571,Viilee,@junkmail,
352573,Melancholy,Dj Orkidea,
352575,Music Is Life,Dirt Devil,
352577,Allstars,Beats & Styles,
352581,Ei Tunteita Sulle,Hanna B,
352585,One More Second Chance,Zacharius Carl Group,
352588,Like Believers Do,Jonna K,
352589,King Of Fools,Edguy,Metal
352591,Hei!,Trilogia,
352592,Mina Olen,Kotiteollisuus,Rock
352595,Popstars,Nelja Ruusua,
352606,Hetken Kestaa Elamaa,Mariska,Hip-Hop/Rap
352611,Ding Dong Song,Gunther,
352612,Satulinna,Protoni,
352613,Style,Mis-teeq,
352618,Smooth,IIO,
352623,Heart In Two,Reprinted,
352625,Black Night,Eri Esittajia,
352628,Teurastaja,Turmion Katilot,
352632,Sinner,Slusnik Luna,
352633,Tavallaan Jokainen On Surullinen,Zen Cafe,
352634,Read My Scars,Diablo,Pop
352649,Puutarhassa,Emma Salokoski Trio,Pop
352664,Queen Of The Night,Caater,
352666,Vaiheita,Soma,
352670,Beautiful Things,Andain,Trance
352671,Kauas,51 Koodia,
352673,Kuunnellaan Vaan Taivasta,Hector,Pop
352674,Niamey,Perfect Sense,Dance
352685,Katujen Aani,Rockin Da North,
352687,Untameable,Suburban Tribe,
352693,Cold Women & Warm Beer,Black League,
352694,Over The Hills And Far Away,Nightwish,Rock
352708,Kaikki On Susta Kii,Helpus,
352712,It's Up To You,Rank 1,
352714,Teen Mita Vaan!,May Bee,
352715,Still Alive,Crash,
352725,Mahdollisuudet Auki,Helpus,
352726,Harmaata Lunta,Gimmel,Pop
352732,Leimu,Viikate,Rock
352741,Pakko Saada Sut,Kapasiteettiyksikko,
352748,Vaan Sil On Valia,Fintelligens,World
352755,Aanen Kuulen,Raimssi,Pop
352770,Watching,Killer,
352774,Dream My Dream,K-System,
352792,Girl's Anthem,Beats & Styles,
352802,Mita Sina Sanoa?,Pizza Enrico,Easy Listening
352805,Me Ollaan Nuoriso,Pikku G.,
352810,Sydan Pliis Sarkekaa,Gimmel,Pop
352812,Helvetista Itaan,Kotiteollisuus,Metal
352826,Levoton Prinssi,Petri Munck,Pop
352831,Melankolia,CMX,
352834,Jah Jah Blow Job,Don Johnson Big Band,Hip-Hop/Rap
352855,Petollinen,Protoni,Pop
352870,Hang It Up,Redrama,
352871,Minus Celcius,Backyard Babies,Rock
352872,Jumpin',Liberty X,
352888,Koti,Raimssi,
352893,Zacharius Carl Group,Zacharius Carl Group,
352894,Is It You?,Lemonator,
352907,Fireflies,Technicolour,
352908,Ala Tule Myohaan Kotiin,Spesialisti,Hip-Hop/Rap
352926,Punainen Kukko,Mokoma,Rock
352931,I Walk To My Own Song,Stratovarius,Metal
352933,Cold,Nerdee,
352935,I Feel Love,Dallas Superstars,
352949,Pysy Poissa,BB Salby,
352952,Yhta Juhlaa,Spesialisti,Hip-Hop/Rap
352955,Etko Unta Saa,Yo,
352972,Piha Ilman Sadettajaa,Zen Cafe,
352974,Asvaltti,Toni Wirtanen,
352987,One World,Rockin Da North,
352992,Religious/delicious,Charon,Rock
352993,Naughty Boy,Killer,
353002,Rusketusraidat,Pmmp,
353012,Hypnotized,Paul Oakenfold,
353030,Taytyy Muistaa,Absoluuttinen Nollapiste,Rock
353031,Tammost Tanaan,Trilogia,Hip-Hop/Rap
353032,Uudestaan,Sere,
353047,Kaunis Kotkan Kasi,Viikate,Rock
353053,"One Mc, One Delay",Don Johnson Big Band,Hip-Hop/Rap
353054,Kaikki Talossa,Jonna,Pop
353055,Best Match,Giant Robot,Alternative
353063,The Moment Of Our Love,Negative,Rock
353067,Kujanjuoksu,Klamydia,Punk
353071,After All,Negative,
353072,Broken,Sonata Arctica,
353073,The Sacrament,HIM,Hard Rock
353075,Ylimaara,Sara,Metal
353088,Lahdetaan Tanaan,TikTak,
353093,"A Day Late, A Dollar Short",Hanoi Rocks,
353095,'Til The Break Of Dawn,Paleface,
353130,Sound Of Arena,K-System,Dance
353131,Ulkopuolinen,Clamour,Rock
353133,Tyytyvainen,Jonna,
353153,Ei Heru,Jonna,Pop
353170,You're Free,Yomanda,
353171,E Samba,Cancao Da Nega,
353172,Paha Kesa,Don Huonot,Rock
353175,Passion,Steve Murano,
353191,Me Tapoimme Tunteen,Verenpisara,Rock
353195,Korppi,Liekki,
353204,Suuria Kuvioita,Anssi Kela,Pop
353211,Kaikki Peliin,Fintelligens,World
353214,Lepattajat,CMX,Rock
353215,Evil Inside,Amorphis,
353230,Pesast Pesaan,Skandaali,Hip-Hop/Rap
353231,Superskandaali/ei Pysty,Skandaali,
353234,Work Work,Dr. Alban,
353251,Mun Elama,Maija Vilkkumaa,Pop
353252,Roviolla,Gimmel,World
353253,Since The Beginning,Flaming Sideburns,
353254,Baila,Dj Chus & David Penn,
353268,Rush,Aalto,
353269,Romeo Ja Julia,Pikku G & Sophie,
353271,In Trust Of No One,Charon,Rock
353274,Day Of Your Beliefs,Amorphis,Pop
353286,Fast Driving,Dallas Superstars,Dance
353290,Street Player,17th Street,
353295,Keskiluokka - Unohdettu Kansanosa,Ekonomimestarit,
353315,Se Kerran Kirpaisee,Yo,
353328,Spirits,Modulation,
353345,Undead Son,Taro,
353346,One Night,Technicolour,
353347,Skenejulkkis,Tulenkantajat,
353349,12 Apinaa,Nylon Beat,Pop
353352,Mustaa Ei Ole,Absoluuttinen Nollapiste,Rock
353354,Superstar,Mighty 44,
353355,Bumba,Perfect Sense,
353370,Pienokainen,Liekki,Pop
353372,Kevathumppa,Elakelaiset,
353392,Next To You,Darude,
353393,Pedon Ulvontaa,Antero Mertaranta,
353394,Nerokasta Ikavaa,Kilpi,Rock
353395,My Love Is Always,Saffron Hill & Ben Onono,
353405,Tao Tao,Guava,
353430,Samba Kuppi Kuumaa,Martti Servo & Napander,Pop
353433,Truth,Firevision,
353434,Music,Darude,
353449,Seokset,Klamydia,Pop Punk
353455,I Don't Wanna Stop,ATB,
353467,Chillin' At The Grotto,Kwan,Pop
353468,Singles Collection,HIM,
353471,Rakkaus On Lumivalkoinen,Yo,
353472,Victoria's Secret,Sonata Arctica,
353475,Letita Tukkani,Scandinavian Music Group,Pop
353493,Jumala,Apulanta,Rock
353494,Shala-la-la,Pikku G.,
353507,Routa Ei Lopu,Kotiteollisuus,Rock
353511,Push It,Mighty 44,
353514,Devil Is A Loser,Lordi,Metal
353521,Katkolla Humppa,Elakelaiset,
353527,Let Me Take You Far,Flaming Sideburns,
353530,Ei,Maija Vilkkumaa,Pop
353531,Arpi,Maj Karman Kauniit Kuvat,
353555,Pohjanmaan Kautta,Larharyhma,
353572,Hautuumaan Lapset,Sapattivuosi,Metal
353606,Joutilas,Yup,
353612,Unleash Hell,Norther,Rock
353615,"Sano, Etta Jaat",Yo,
353630,Ihminen,Zen Cafe,
353631,Don't Touch The Flame,Lullacry,Rock
353633,Akselin Ja Elinan,Timo Rautiainen & Tuomari Nurmio,
353634,Mika On Kun Ei Taidot Riita?,Martti Servo & Napander,Pop
353635,Eagleheart,Stratovarius,Metal
353640,Crashing High,69 Eyes,
353645,Stars,Firevision,
353653,Sori,Fintelligens,
353654,Hiekka,Apulanta,Rock
353668,Sina,Happoradio,
353670,Anteexi,Mariska,Electronic
353671,Would You Love A Monsterman?,Lordi,Metal
353672,Taa On Mun Stadi,Kapasiteettiyksikko,
353673,Tomorrow,Heavenly,
353683,Insanity,Janina Frostell,
353689,Suomi On Sun,Klamydia,Rock
353706,You're Better Off Dead!,Children Of Bodom,
353709,Don't Expect Me (to Forget You),Aircrash Bureau,
353726,Nuori Mies Nimeton,Viikate,Rock
353728,Etsin Muijaa Seuraavaa,Gimmel,
353729,Keep On Rocking,Mighty 44,
353733,Walking In The Air,Nightwish,
353753,Back To Back,Bomfunk MC's,
353774,Kolmistaan,Ripsipiirakka,
353780,Joulutorttu,Elakelaiset,
353793,Shine,Kwan,
353833,Tarkasta Tama,Mariska,Electronic
353852,+-0,Kotiteollisuus,
353853,Jaa,TikTak,
353872,Minne Paha Haudattiin,CMX,Rock
353888,Ei Ole Ketaan Kelle Soittaa,Viikate,Rock
353893,Tyttorukka,Protoni,Pop
353907,Puuha Pete Korjaa Kaiken,Puuha Pete,
353911,Guardian,Denigrate,
353929,Lumessakahlaajat,Timo Rautiainen & Trio Niskalaukaus,Rock
353930,Beat The Boys,Lab,
353931,Mighty 44,Mighty 44,Pop
353933,Pyhimys,Don Huonot,World
353943,There By The Grace Of God,Manic Street Preachers,Alternative
353946,It's All Tears,HIM,Hard Rock
353947,Kaksintaistelu,Yo,
353952,Bless The Child,Nightwish,Hard Rock
353969,Levottomat Tuulet,Disco,
353970,Kingsize,Rockin Da North,
353972,Sanni,Ripsipiirakka,
353973,Rain,Kwan,
353979,Can't Stop Fighting,Velcra,Pop
354011,Aamuisin,Zen Cafe,
354021,Nayttaa Hyvalta,Kapasiteettiyksikko,
354045,Kakskyta Centtia,Popeda,World
354047,Kuka Vei Kaiken,Tyravyo,
354049,Entinen,Ezkimo Featuring Anna Kuoppamaki,
354052,Saasta,Apulanta,Rock
354054,Seurataan Johtajaa,Sipe Ja Anna Eriksson,
354068,Ever Dream,Nightwish,Hard Rock
354073,Pahoille Teille,Happoradio,Pop
354088,Mombasa,Denigrate,
354109,Paratiisin Puu,Ismo Alanko,
354110,Susanna,Robin Cook,
354113,Got To Funk,Dj Slow,
354129,Chillaa Meia Kanssa,Seremoniamestari,
354167,Merirosvoradio,Don Huonot,World
354171,Betty Blue,69 Eyes,
354173,Pelkkaa Viihdetta,Rockin Da North,
354174,Elegia,Timo Rautiainen & Trio Niskalaukaus,
354190,Minun Sydameni On Sarkynyt,CMX,Rock
354193,Uskoin Niin,Tyravyo,
354211,Undercova Funk (Give Up The Funk),Snoop Dogg,
354212,Toisinaan,Kapasiteettiyksikko,
354232,Pohjoista Leveytta,CMX,Rock
354233,Satuprinsessa,TikTak,
354247,Tallaisena Kesayona,Scandinavian Music Group,Pop
354248,Friday,Caater,
354273,I'll Save My Tears,Janina Frostell,Pop
354293,Heartbreaker/days,Rasmus,
354309,People Like Me,Hanoi Rocks,
354313,Vuonna Yksi Ja Kaksi,Kotiteollisuus,Rock
354327,Heartbraker/days,Rasmus,
354332,Syvalle,Kompostikopla,
354364,Hungry,Kosheen,Electronic
354370,Addicted To You,Laura,
354374,Hairiintynyt Kuu,Sipe,
354386,Sydanpuu,Don Huonot,World
354388,No One There,Sentenced,Metal
354389,Surupuku,Timo Rautiainen & Trio Niskalaukaus,Rock
354403,Dance D'amour,69 Eyes,
354411,En Vaihtais,Ritarikunta,
354434,Helium,Dallas Superstar,
354447,Warriors Of The World,Manowar,Metal
354448,Mutter,Rammstein,Rock
354451,Somebody,Caater,
354452,It's In The Bag,Melrose,
354454,Kuilun Partaalla,Timo Rautiainen & Trio Niskalaukaus,Metal
354473,We're Here,Demolition Brothers,
354489,Beginning,Timo Kotipelto,
354490,Kevyesti Keskella Paivaa,Viikate,Pop
354492,Ookko Tehny Lenkkia,Klamydia,Punk
354493,Mikaan Ei Riita,Kaija Koo,
354494,Talvi,Lord Est,
354503,Kiitokset Humpasta/oparin Aarteet,Elakelaiset/kumikameli,
354506,The Pit,Entwine,
354512,Africa,E-Type,
354528,Saw It On Tv,Kemopetrol,Rock
354529,Perfect Dark,Suburban Tribe,
354572,Irene Kaktus,Absoluuttinen Nollapiste,Rock
354583,Dancehall Dominator,Giant Robot,Pop
354584,Rock'n'roll Musaa,Oikosulku,Rock
354586,Fire,Killer,
354587,Valtatie,J. Karjalainen Electric Sauna,
354590,Symphonic,Perwert,
354591,Tiettya Tunnelmaa,Kapteeni A-ni,
354592,Dark Star,Modulation,
354593,Kun Tuuli Oli Viilee,Scandinavian Music Group,Pop
354611,Mayday,Kerkko Koskinen,
354614,Oodi B-boylle,Tulenkantajat,
354625,Kaks Jannuu,Fintelligens,Hip-Hop/Rap
354626,Rakastaa,Kotiteollisuus,
354627,Nain On,Ezkimo,
354630,Time,I'Dees,
354633,Automatic,I'Dees,
354634,You Come Alive (take Control),Fu-tourist,
354652,Little Angel,Charon,
354665,Released,Norther,
354671,Heartache Every Moment,HIM,Hard Rock
354673,Milla,Anssi Kela,
354687,Rock Da House,Kwan,
354688,Flowers,Flaming Sideburns,
354693,Euroviisut,Larharyhma,
354694,Pohinaa,Notkea Rotta,Hip-Hop/Rap
354708,Anna Mulle,Nylon Beat,Pop
354710,Last Drop Falls,Sonata Arctica,Rock
354714,Dancetown,Mary J. Blige,
354729,Lauren Caught My Eye,Crash,
354734,Rockin' Da Planet,Rockin Da North,
354744,I Love You,Cosmicman,
354750,Heruuks?,Fintelligens,Hip-Hop/Rap
354765,Kadut,Apulanta,Rock
354774,Riimini Rupiset,Petri Nygard,
354805,Kyyneleet,TikTak,
354807,Mysteeri,Yo,
354814,Mita Suurempi Puu,Soul Captain Band,Reggae
354833,Late,Kwan,
354848,All I Want,Killer,
354852,Oil & Water,Suburban Tribe,
354868,Hairitsen Sinua,TikTak,
354893,En Kaipaa Sua,Paivi Lepisto,
354913,Blue Suede Shoes,Hurriganes,
354974,Romanssi,Maj Karman Kauniit Kuvat,
354992,Kun Katsoit Minuun,Anna Eriksson,Pop
355009,Frozen Ashes,Suburban Tribe,Metal
355012,Chill,Rasmus,
355013,Alone,Warmen,
355028,Madness,Rasmus,
355031,Paa Pystyyn,Fintelligens,Hip-Hop/Rap
355032,Kaikki On Mahdollista,Tehosekoitin,Rock
355034,People,Campaus,
355072,Operaatio Rdn,Rockin Da North,
355073,Ich Will,Rammstein,Metal
355090,This Time,22 Pistepirkko,
355108,Yhdes Iltaan,Avain & Sofia Chaichee,
355109,Missa Vaan,Nelja Ruusua,
355113,Julma Maailma,KMA,
355127,F-f-f-falling,Rasmus,
355132,Puistossa,Anssi Kela,Pop
355133,Big Trouble,Fu-tourist,
355143,Hear Me Now,Aika,
355153,Upsteps,Nuera,
355172,Painu Pelle Hiiteen,Tony Viikinki Halme,
355174,Reunalla,Apulanta,Rock
355188,Kaukaisimmalle Rannalle,Tehosekoitin,Rock
355210,Viivakoodit,Apulanta,Rock
355232,The Drum & The Bass,Z-MC,
355248,Jenkkapolkkahumppa,Elakelaiset,
355252,The Last One For Life,Eternal Tears Of Sorrow,Rock
355269,Wolf & Raven,Sonata Arctica,
355284,Saoot Sellainen,Flegmaatikot,Hip-Hop/Rap
355294,Tyhjyyteen,Tyravyo,
355310,Stolen Season,69 Eyes,
355312,Sa Voit Tehda Mita Vaan,Arto Muna Ja Millennium,
355314,Nimenomaan,Pulkkinen,Pop
355322,System Generation,Split Point,
355329,Berliini,Don Huonot,Rock
355345,Microphoneaye,Kwan,
355347,Crashing Down,Emmi,
355352,Pa 2001,Mc Taakiborsta,
355353,Yksinpuhelu,Kotiteollisuus,Rock
355355,Casanova,Soolking,
355356,Saiyan,Heuss L'enfoire & Gazo,
355357,Bolide Allemand,SDM,Hip-Hop/Rap
355358,Meuda,Tiakola,Hip-Hop/Rap
355361,Petit Genie,"Jungeli, Imen Es & Alonzo",Hip-Hop/Rap
355363,Shavkat,Freeze Corleone,Hip-Hop/Rap
355365,Eurostar,Ninho & Central Cee,
355366,C'est Carre Le S,"Naps, Gazo & Ninho",
355368,This Year (Blessings),Victor Thompson,Afro-Beat
355370,GTB,Jey Brownie & Flem KGB,
355371,Tiki Taka,Vacra,Afro-Pop
355372,La Rue,"No Limit, Gazo & Damso",Hip-Hop/Rap
355373,Se Grita,Morad,Rap
355430,"1,2,3 Soleil",Naza & KeBlack,Hip-Hop/Rap
355432,Nouvelles,PLK,Hip-Hop/Rap
355449,No Love,Ninho & Ayra Starr,
355456,Blue Story,Ninho & Lil Baby,
355457,La Vie De Johnny,Ninho,Hip-Hop/Rap
355458,Yo Moko Oyebi,Ninho,Hip-Hop/Rap
355459,Rich Porter,Ninho,Hip-Hop/Rap
355460,Branche Sur Snap,Ninho,Hip-Hop/Rap
355462,25 G,Ninho,Hip-Hop/Rap
355463,Bad,Ninho & Omah Lay,
355464,Chiraq,Ninho,Hip-Hop/Rap
355465,Edouard Nahum,Ninho,Hip-Hop/Rap
355466,Respect,Ninho,
355467,Dans La Peau,Ninho,Hip-Hop/Rap
355468,Bon Qu'a Ca,Ninho,Hip-Hop/Rap
355470,Plus Qu'eux,Ninho,Hip-Hop/Rap
355471,Grands Ensembles,Ninho,Hip-Hop/Rap
355503,TP,Sadek & Ninho,Hip-Hop/Rap
355504,La Faille,JUL,
355506,Business,Dystinct & Naza,
355510,Jolie,Gaulois & Ninho,
355511,Demain,PLK,Hip-Hop/Rap
355512,Depasse,Nuit Incolore,French Pop
355527,Entrainement,JUL,
355528,Mon BB,Gradur,
355532,Signe,Booba,Hip-Hop/Rap
355553,Decrescendo,Lomepal,Hip-Hop/Rap
355563,Freestyle LVL UP 3,Ninho,Hip-Hop/Rap
355567,Freestyle LVL UP 2,Ninho,Hip-Hop/Rap
355570,Nocif,Hamza & Damso,Hip-Hop/Rap
355572,Djo,"Franglish, Aya Nakamura & Hamza",R&B/Soul
355574,Derniere Ligne Droite,SCH & Laylow,
355587,Ragnar,JUL,
355593,Freestyle LVL UP 1,Ninho,Hip-Hop/Rap
355594,Secret,Louane Emera,
355608,Capitaine,Djadja & Dinaz,Hip-Hop/Rap
355612,Mr. Ocho,SDM,Hip-Hop/Rap
355643,La Danse Du Roro,Naps,Hip-Hop/Rap
355651,Ciao,Werenoi & Ninho,
355692,Amber,Zola,Hip-Hop/Rap
355693,Room 69,Tayc,Funk
355694,10 Minutes,PLK,
355699,7/7,PLK,
355702,Cash,PLK,
355703,POL-AK,PLK,Hip-Hop/Rap
355704,Pelo,PLK,Hip-Hop/Rap
355709,Pas De Sentiments,PLK,Hip-Hop/Rap
355710,Decembre,PLK,Hip-Hop/Rap
355723,Coeur De Ice,Zola & Damso,
355725,Amber,Zola & Tiakola,
355727,Baby,Aya Nakamura,
355734,Lola,RK,
355747,No Leche,"Gazo, Leto, Kerchak & Fave",
355765,Toute La Journee,Zola & Tiakola,
355783,N'y Pense Plus,Tayc,Hip-Hop/Rap
355784,Envie7vie,Zola,Hip-Hop/Rap
355788,L'armoire,Zola,Hip-Hop/Rap
355789,Acolyte,"Gianni, Dadju & Ninho",
355790,Frosties,Zola,Rap
355792,Electro,Zola,
355793,Escorte,Werenoi,Hip-Hop/Rap
355794,Zaza,Zola,
355802,La Pegre,Maes & Gazo,Hip-Hop/Rap
355803,Tout Seul,Werenoi,Hip-Hop/Rap
355806,Velar,Maes,
355810,Laboratoire,Werenoi,Hip-Hop/Rap
355811,10.03.2023,Werenoi,Hip-Hop/Rap
355812,Fetty Wap,Maes,
355814,Galactic,Maes,Hip-Hop/Rap
355821,La Force Tranquille,Djadja & Dinaz,Hip-Hop/Rap
355822,Alpha,Djadja & Dinaz,
355823,Free YSL,Hamza,Hip-Hop/Rap
355824,Sadio,Hamza & Offset,Hip-Hop/Rap
355827,Full Black,Djadja & Dinaz,Hip-Hop/Rap
355829,Pas La,Djadja & Dinaz,Hip-Hop/Rap
355830,J'connais,Djadja & Dinaz,Hip-Hop/Rap
355831,Maybach,Landy & Gazo,
355842,Ma Realite,Hamza,Hip-Hop/Rap
355846,Codeine 19,Hamza,Hip-Hop/Rap
355852,Atasante Part. 2,Hamza,
355853,3 Singes,Werenoi,Hip-Hop/Rap
355854,Au Bout De La Nuit,Hamza,Hip-Hop/Rap
355864,Tsunami,Hamza,
355866,Only U,Hamza,
355867,Introduction,Hamza,
355870,Nasa,Hamza,
355873,Cocoro,Hamza,
355874,Murder,Hamza,
355882,Die,Gazo,Hip-Hop/Rap
355883,Qui Sait?,Niro,Hip-Hop/Rap
355888,Un Jour Je Marierai Un Ange,Pierre De Maere,
355890,Cadeau,Aya Nakamura & Naza,Hip-Hop/Rap
355909,Meme Pas Un Grincement,Ziak,Hip-Hop/Rap
355920,Daddy,Aya Nakamura,
355927,Inge Son,Kekra,Hip-Hop/Rap
355931,SMS,Aya Nakamura,R&B/Soul
355932,J'ai Mal (Pt. 2),Aya Nakamura,R&B/Soul
355948,HRTBRK #6,Kaza,
355990,Urus,Fave,
355992,Fleurs,Gazo,Hip-Hop/Rap
356002,Freed From Desire,Gala,Pop
356010,Fade Up,"Zeg P, Hamza & SCH",
356014,Tout Va Bien,"Alonzo, Ninho & Naps",
356022,Coco,Lorenzo,
356023,Coeur De Pirate,Damso,Hip-Hop/Rap
356030,Namek,Jul & Omah Lay,
356031,Coeur Blanc,JUL,
356032,Balader,Soolking,
356062,Canette Dans Les Mains,JUL,
356066,Le 100 Le 100,JUL,
356072,Konami,JUL,
356073,Beuh A La Noix De Coco,JUL,
356091,Hier Encore,SDM,
356094,Genkidama,Niska,Hip-Hop/Rap
356105,LIF,SCH,Hip-Hop/Rap
356111,R.A.S,Niska,
356112,CP_009_Evidemment,Orelsan & Angele,
356118,Magnum,SCH,
356121,Niobe,SCH,Hip-Hop/Rap
356122,Autobahn,SCH,Hip-Hop/Rap
356124,Marginaux,SCH,Hip-Hop/Rap
356128,Offshore,SCH,
356130,Transmission Automatique,SCH,Hip-Hop/Rap
356145,Sosa,Leto & Guy2Bezbar,
356153,Alone,Burna Boy,Soundtrack
356157,Chrome Hearts,Dinos & Hamza,
356159,Portes Suicide,Dinos & Ninho,Hip-Hop/Rap
356163,Ma Baby,Dinos & SCH,Hip-Hop/Rap
356164,Pichichi Anderson,Dinos,
356167,L'Univers Ne Nous Voit Pas Danser,Dinos,
356172,AMG Performance,Dinos,
356184,La Kush,Lorenzo,
356190,Secu,Franglish,
356204,Carolina,Ninho,
356211,Rappel,Gazo,Hip-Hop/Rap
356212,KOA,Booba,Hip-Hop/Rap
356213,Petete,Gambi,Hip-Hop/Rap
356234,Peur,Kerchak & Ziak,
356252,Mauvais Ordre,Lomepal,Hip-Hop/Rap
356254,A Peu Pres,Lomepal,Hip-Hop/Rap
356262,Quand J'y Repense,MIG,
356264,A Tout Jamais,Mylene Farmer,
356280,Malpolis,Kalash & Damso,Hip-Hop/Rap
356289,Selfie,Werenoi,Hip-Hop/Rap
356291,Hasarder,Lomepal,Hip-Hop/Rap
356304,Tee,Lomepal,Hip-Hop/Rap
356305,Etna,Lomepal,Hip-Hop/Rap
356306,50,Lomepal,
356308,Maladie Moderne,Lomepal,Hip-Hop/Rap
356312,Le Miel Et Le Vinaigre,Lomepal,Hip-Hop/Rap
356314,Crystal,Lomepal,
356327,Chop (Nouvelle Ecole),Fresh,Hip-Hop/Rap
356328,J'ai Tout Su,JUL,
356331,Gasolina,Tiakola & Rsko,
356334,Clic Clic Pan Pan,Yanns,Hip-Hop/Rap
356354,Suavemente,Soolking,Hip-Hop/Rap
356366,Allez Dehors,Fresh & Niska,
356369,Cameleon,Timal,Hip-Hop/Rap
356412,Vamos,Naps & Gazo,
356430,Filtre,Timal & Gazo,Hip-Hop/Rap
356434,Clap Your Hands,Kungs,
356454,Bonkasa,Djadja & Dinaz,Hip-Hop/Rap
356472,Molly-A Colors Show,Gazo,Hip-Hop/Rap
356473,Superstar,JUL,
356474,Celine 3X,Gazo,Hip-Hop/Rap
356489,Redescends,SDM,Hip-Hop/Rap
356494,Bodies,Gazo & Damso,
356527,Lettre A Un Opps,Gazo,Hip-Hop/Rap
356531,Becte,Gazo,Hip-Hop/Rap
356532,Drama Queen,Fresh,
356554,Trophee,Uzi,
356571,Degaine,Aya Nakamura & Damso,
356572,Emiliana,CKay,Afro-Pop
356580,22,S-Crew,
356585,Mauvais Dans Le Fond,"S-Crew, PLK & Doums",
356587,N'Oublie Pas,S-Crew,Hip-Hop/Rap
356591,Encore,S-Crew,
356594,Ca Tourne Dans Ma Tete,JUL,
356604,Tenebreux,JUL,
356608,J'eteins Mon Telephone,JUL,
356612,Ma Drogue,JUL,
356613,Gigi,JUL,
356620,Mode AV,"Tiakola, Niska & Gazo",
356624,Atasante,Tiakola & Hamza,
356628,Traficante,Alonzo,Hip-Hop/Rap
356629,Roro,Tiakola,Hip-Hop/Rap
356630,Si J'savais,Tiakola,Hip-Hop/Rap
356633,Rencontre,Disiz La Peste & Damso,
356648,Jefe,Ninho,Hip-Hop/Rap
356649,Doudou,Koba LaD,
356650,Best Life,Naps,Hip-Hop/Rap
356652,VVS,Ninho,Hip-Hop/Rap
356653,Toko Toko,Dadju,
356670,La Quete,OrelSan,
356685,Sans Effet,Tayc,R&B/Soul
356691,Demons,Angele & Damso,
356692,Santa Maria,Ridsa,French Pop
356713,On Se Reverra Plus,Da Uzi & Gazo,
356714,La Kiffance,Naps,Hip-Hop/Rap
356724,M3lo,Tiakola,Hip-Hop/Rap
356750,Neymar Jr,Green Montana & SDM,Hip-Hop/Rap
356773,Jour Meilleur,OrelSan,
356789,One Of A Kind Music Presents: Reggae & Calypso,"Russ Millions, Buni & YV",Hip-Hop/Rap
356790,Kongolais Mauvais,Da Uzi & Ninho,
356794,Canada,1PLIKE140,
356820,Brule,Josman & Laylow,Hip-Hop/Rap
356831,Intro,Josman,
356851,Attentat,PLK & Oboy,
356860,Fils De Joie,Stromae,French Pop
356861,Invaincu,Stromae,French Pop
356862,La Solassitude,Stromae,French Pop
356870,C'est Que Du Bonheur,Stromae,French Pop
356871,Pas Vraiment,Stromae,French Pop
356872,Riez,Stromae,French Pop
356910,Anunnaki,Vald,Hip-Hop/Rap
356929,Peon,Vald & Orelsan,
356933,La Miss,JUL,
356939,Maudit,Vald,Hip-Hop/Rap
