,Country_1,Country_2,Song,Difference_in_Days
475,UK,Ireland,5 Seconds Of Summer - Youngblood,21
476,UK,Netherlands,5 Seconds Of Summer - Youngblood,35
477,UK,New Zealand,5 Seconds Of Summer - Youngblood,47
478,UK,Norway,5 Seconds Of Summer - Youngblood,48
479,UK,Portugal,5 Seconds Of Summer - Youngblood,34
480,UK,Sweden,5 Seconds Of Summer - Youngblood,35
481,UK,Taiwan,5 Seconds Of Summer - Youngblood,38
482,UK,UK,5 Seconds Of Summer - Youngblood,0
483,UK,USA,5 Seconds Of Summer - Youngblood,-105
484,Portugal,Australia,5 Seconds Of Summer - Youngblood,27
485,Portugal,Austria,5 Seconds Of Summer - Youngblood,-124
486,Portugal,Belgium,5 Seconds Of Summer - Youngblood,-188
487,Portugal,Canada,5 Seconds Of Summer - Youngblood,-139
488,Portugal,Denmark,5 Seconds Of Summer - Youngblood,-23
489,Portugal,Finland,5 Seconds Of Summer - Youngblood,6
490,Portugal,Ireland,5 Seconds Of Summer - Youngblood,-13
491,Portugal,Netherlands,5 Seconds Of Summer - Youngblood,1
492,Portugal,New Zealand,5 Seconds Of Summer - Youngblood,13
493,Portugal,Norway,5 Seconds Of Summer - Youngblood,14
494,Portugal,Portugal,5 Seconds Of Summer - Youngblood,0
495,Portugal,Sweden,5 Seconds Of Summer - Youngblood,1
496,Portugal,Taiwan,5 Seconds Of Summer - Youngblood,4
497,Portugal,UK,5 Seconds Of Summer - Youngblood,-34
498,Portugal,USA,5 Seconds Of Summer - Youngblood,-139
499,USA,Australia,50 Cent & Justin Timberlake - Ayo Technology,21
500,USA,Austria,50 Cent & Justin Timberlake - Ayo Technology,-26
501,USA,Belgium,50 Cent & Justin Timberlake - Ayo Technology,-20
502,USA,Brazil,50 Cent & Justin Timberlake - Ayo Technology,-120
503,USA,Canada,50 Cent & Justin Timberlake - Ayo Technology,29
504,USA,Finland,50 Cent & Justin Timberlake - Ayo Technology,13
505,USA,France,50 Cent & Justin Timberlake - Ayo Technology,-3
506,USA,Germany,50 Cent & Justin Timberlake - Ayo Technology,14
507,USA,Greece,50 Cent & Justin Timberlake - Ayo Technology,-14
508,USA,Ireland,50 Cent & Justin Timberlake - Ayo Technology,7
509,USA,Italy,50 Cent & Justin Timberlake - Ayo Technology,-118
510,USA,New Zealand,50 Cent & Justin Timberlake - Ayo Technology,10
511,USA,Norway,50 Cent & Justin Timberlake - Ayo Technology,18
512,USA,Portugal,50 Cent & Justin Timberlake - Ayo Technology,-112
513,USA,Spain,50 Cent & Justin Timberlake - Ayo Technology,-774
514,USA,Sweden,50 Cent & Justin Timberlake - Ayo Technology,23
515,USA,Switzerland,50 Cent & Justin Timberlake - Ayo Technology,10
516,USA,Taiwan,50 Cent & Justin Timberlake - Ayo Technology,5
517,USA,UK,50 Cent & Justin Timberlake - Ayo Technology,6
518,USA,USA,50 Cent & Justin Timberlake - Ayo Technology,0
519,UK,Australia,50 Cent & Justin Timberlake - Ayo Technology,15
520,UK,Austria,50 Cent & Justin Timberlake - Ayo Technology,-32
521,UK,Belgium,50 Cent & Justin Timberlake - Ayo Technology,-26
522,UK,Brazil,50 Cent & Justin Timberlake - Ayo Technology,-126
523,UK,Canada,50 Cent & Justin Timberlake - Ayo Technology,23
524,UK,Finland,50 Cent & Justin Timberlake - Ayo Technology,7
525,UK,France,50 Cent & Justin Timberlake - Ayo Technology,-9
526,UK,Germany,50 Cent & Justin Timberlake - Ayo Technology,8
527,UK,Greece,50 Cent & Justin Timberlake - Ayo Technology,-20
528,UK,Ireland,50 Cent & Justin Timberlake - Ayo Technology,1
529,UK,Italy,50 Cent & Justin Timberlake - Ayo Technology,-124
530,UK,New Zealand,50 Cent & Justin Timberlake - Ayo Technology,4
531,UK,Norway,50 Cent & Justin Timberlake - Ayo Technology,12
532,UK,Portugal,50 Cent & Justin Timberlake - Ayo Technology,-118
533,UK,Spain,50 Cent & Justin Timberlake - Ayo Technology,-780
534,UK,Sweden,50 Cent & Justin Timberlake - Ayo Technology,17
535,UK,Switzerland,50 Cent & Justin Timberlake - Ayo Technology,4
536,UK,Taiwan,50 Cent & Justin Timberlake - Ayo Technology,-1
537,UK,UK,50 Cent & Justin Timberlake - Ayo Technology,0
538,UK,USA,50 Cent & Justin Timberlake - Ayo Technology,-6
539,Portugal,Australia,50 Cent & Justin Timberlake - Ayo Technology,133
540,Portugal,Austria,50 Cent & Justin Timberlake - Ayo Technology,86
541,Portugal,Belgium,50 Cent & Justin Timberlake - Ayo Technology,92
542,Portugal,Brazil,50 Cent & Justin Timberlake - Ayo Technology,-8
543,Portugal,Canada,50 Cent & Justin Timberlake - Ayo Technology,141
544,Portugal,Finland,50 Cent & Justin Timberlake - Ayo Technology,125
545,Portugal,France,50 Cent & Justin Timberlake - Ayo Technology,109
546,Portugal,Germany,50 Cent & Justin Timberlake - Ayo Technology,126
547,Portugal,Greece,50 Cent & Justin Timberlake - Ayo Technology,98
548,Portugal,Ireland,50 Cent & Justin Timberlake - Ayo Technology,119
549,Portugal,Italy,50 Cent & Justin Timberlake - Ayo Technology,-6
550,Portugal,New Zealand,50 Cent & Justin Timberlake - Ayo Technology,122
551,Portugal,Norway,50 Cent & Justin Timberlake - Ayo Technology,130
552,Portugal,Portugal,50 Cent & Justin Timberlake - Ayo Technology,0
553,Portugal,Spain,50 Cent & Justin Timberlake - Ayo Technology,-662
554,Portugal,Sweden,50 Cent & Justin Timberlake - Ayo Technology,135
555,Portugal,Switzerland,50 Cent & Justin Timberlake - Ayo Technology,122
556,Portugal,Taiwan,50 Cent & Justin Timberlake - Ayo Technology,117
557,Portugal,UK,50 Cent & Justin Timberlake - Ayo Technology,118
558,Portugal,USA,50 Cent & Justin Timberlake - Ayo Technology,112
559,USA,Australia,50 Cent & Olivia - Candy Shop,-84
560,USA,Austria,50 Cent & Olivia - Candy Shop,-63
561,USA,Belgium,50 Cent & Olivia - Candy Shop,-63
562,USA,Brazil,50 Cent & Olivia - Candy Shop,-140
563,USA,Canada,50 Cent & Olivia - Candy Shop,-35
564,USA,China,50 Cent & Olivia - Candy Shop,-28
565,USA,Denmark,50 Cent & Olivia - Candy Shop,-35
566,USA,Finland,50 Cent & Olivia - Candy Shop,-35
567,USA,France,50 Cent & Olivia - Candy Shop,-57
568,USA,Greece,50 Cent & Olivia - Candy Shop,-36
569,USA,Ireland,50 Cent & Olivia - Candy Shop,-35
570,USA,Italy,50 Cent & Olivia - Candy Shop,-44
571,USA,Netherlands,50 Cent & Olivia - Candy Shop,-49
572,USA,New Zealand,50 Cent & Olivia - Candy Shop,-31
573,USA,Norway,50 Cent & Olivia - Candy Shop,-28
574,USA,Sweden,50 Cent & Olivia - Candy Shop,-35
575,USA,Switzerland,50 Cent & Olivia - Candy Shop,-35
576,USA,Taiwan,50 Cent & Olivia - Candy Shop,-21
577,USA,UK,50 Cent & Olivia - Candy Shop,-22
578,USA,USA,50 Cent & Olivia - Candy Shop,0
579,UK,Australia,50 Cent & Olivia - Candy Shop,-62
580,UK,Austria,50 Cent & Olivia - Candy Shop,-41
581,UK,Belgium,50 Cent & Olivia - Candy Shop,-41
582,UK,Brazil,50 Cent & Olivia - Candy Shop,-118
583,UK,Canada,50 Cent & Olivia - Candy Shop,-13
584,UK,China,50 Cent & Olivia - Candy Shop,-6
585,UK,Denmark,50 Cent & Olivia - Candy Shop,-13
586,UK,Finland,50 Cent & Olivia - Candy Shop,-13
587,UK,France,50 Cent & Olivia - Candy Shop,-35
588,UK,Greece,50 Cent & Olivia - Candy Shop,-14
589,UK,Ireland,50 Cent & Olivia - Candy Shop,-13
590,UK,Italy,50 Cent & Olivia - Candy Shop,-22
591,UK,Netherlands,50 Cent & Olivia - Candy Shop,-27
592,UK,New Zealand,50 Cent & Olivia - Candy Shop,-9
593,UK,Norway,50 Cent & Olivia - Candy Shop,-6
594,UK,Sweden,50 Cent & Olivia - Candy Shop,-13
595,UK,Switzerland,50 Cent & Olivia - Candy Shop,-13
596,UK,Taiwan,50 Cent & Olivia - Candy Shop,1
597,UK,UK,50 Cent & Olivia - Candy Shop,0
598,UK,USA,50 Cent & Olivia - Candy Shop,22
599,USA,Australia,50 Cent - 21 Questions,-35
600,USA,Austria,50 Cent - 21 Questions,-49
601,USA,Canada,50 Cent - 21 Questions,-70
602,USA,Denmark,50 Cent - 21 Questions,-49
603,USA,Finland,50 Cent - 21 Questions,-35
604,USA,Ireland,50 Cent - 21 Questions,-35
605,USA,Netherlands,50 Cent - 21 Questions,-70
606,USA,New Zealand,50 Cent - 21 Questions,-57
607,USA,Norway,50 Cent - 21 Questions,-63
608,USA,Sweden,50 Cent - 21 Questions,-49
609,USA,Switzerland,50 Cent - 21 Questions,-42
610,USA,Taiwan,50 Cent - 21 Questions,-42
611,USA,UK,50 Cent - 21 Questions,-36
612,USA,USA,50 Cent - 21 Questions,0
613,UK,Australia,50 Cent - 21 Questions,1
614,UK,Austria,50 Cent - 21 Questions,-13
615,UK,Canada,50 Cent - 21 Questions,-34
616,UK,Denmark,50 Cent - 21 Questions,-13
617,UK,Finland,50 Cent - 21 Questions,1
618,UK,Ireland,50 Cent - 21 Questions,1
619,UK,Netherlands,50 Cent - 21 Questions,-34
620,UK,New Zealand,50 Cent - 21 Questions,-21
621,UK,Norway,50 Cent - 21 Questions,-27
622,UK,Sweden,50 Cent - 21 Questions,-13
623,UK,Switzerland,50 Cent - 21 Questions,-6
624,UK,Taiwan,50 Cent - 21 Questions,-6
625,UK,UK,50 Cent - 21 Questions,0
626,UK,USA,50 Cent - 21 Questions,36
627,USA,Germany,50 Cent - Baby By Me,0
628,USA,Portugal,50 Cent - Baby By Me,-113
629,USA,Taiwan,50 Cent - Baby By Me,-14
630,USA,UK,50 Cent - Baby By Me,6
631,USA,USA,50 Cent - Baby By Me,0
632,UK,Germany,50 Cent - Baby By Me,-6
633,UK,Portugal,50 Cent - Baby By Me,-119
634,UK,Taiwan,50 Cent - Baby By Me,-20
635,UK,UK,50 Cent - Baby By Me,0
636,UK,USA,50 Cent - Baby By Me,-6
637,Portugal,Germany,50 Cent - Baby By Me,113
638,Portugal,Portugal,50 Cent - Baby By Me,0
639,Portugal,Taiwan,50 Cent - Baby By Me,99
640,Portugal,UK,50 Cent - Baby By Me,119
641,Portugal,USA,50 Cent - Baby By Me,113
642,USA,USA,50 Cent - Disco Inferno,0
643,USA,Canada,50 Cent - Get Up,15
644,USA,UK,50 Cent - Get Up,-50
645,USA,USA,50 Cent - Get Up,0
646,UK,Canada,50 Cent - Get Up,65
647,UK,UK,50 Cent - Get Up,0
648,UK,USA,50 Cent - Get Up,50
649,UK,Australia,50 Cent - Hustler's Ambition,-20
650,UK,Greece,50 Cent - Hustler's Ambition,-42
651,UK,Ireland,50 Cent - Hustler's Ambition,1
652,UK,UK,50 Cent - Hustler's Ambition,0
653,USA,Canada,50 Cent - I Get Money,50
654,USA,USA,50 Cent - I Get Money,0
655,UK,Australia,50 Cent - If I Can't,36
656,UK,Ireland,50 Cent - If I Can't,1
657,UK,Netherlands,50 Cent - If I Can't,-55
658,UK,New Zealand,50 Cent - If I Can't,-8
659,UK,Switzerland,50 Cent - If I Can't,-34
660,UK,UK,50 Cent - If I Can't,0
661,USA,Australia,50 Cent - In Da Club,-28
662,USA,Austria,50 Cent - In Da Club,-77
663,USA,Belgium,50 Cent - In Da Club,-28
664,USA,Canada,50 Cent - In Da Club,-56
665,USA,Chile,50 Cent - In Da Club,-350
666,USA,Denmark,50 Cent - In Da Club,-21
667,USA,Finland,50 Cent - In Da Club,-28
668,USA,France,50 Cent - In Da Club,-29
669,USA,Greece,50 Cent - In Da Club,-71
670,USA,Ireland,50 Cent - In Da Club,-49
671,USA,Italy,50 Cent - In Da Club,-72
672,USA,Netherlands,50 Cent - In Da Club,-35
673,USA,New Zealand,50 Cent - In Da Club,-29
674,USA,Norway,50 Cent - In Da Club,-84
675,USA,Sweden,50 Cent - In Da Club,-56
676,USA,Switzerland,50 Cent - In Da Club,-56
677,USA,Taiwan,50 Cent - In Da Club,-91
678,USA,UK,50 Cent - In Da Club,-36
679,USA,USA,50 Cent - In Da Club,0
680,UK,Australia,50 Cent - In Da Club,8
681,UK,Austria,50 Cent - In Da Club,-41
682,UK,Belgium,50 Cent - In Da Club,8
683,UK,Canada,50 Cent - In Da Club,-20
684,UK,Chile,50 Cent - In Da Club,-314
685,UK,Denmark,50 Cent - In Da Club,15
686,UK,Finland,50 Cent - In Da Club,8
687,UK,France,50 Cent - In Da Club,7
688,UK,Greece,50 Cent - In Da Club,-35
689,UK,Ireland,50 Cent - In Da Club,-13
690,UK,Italy,50 Cent - In Da Club,-36
691,UK,Netherlands,50 Cent - In Da Club,1
692,UK,New Zealand,50 Cent - In Da Club,7
693,UK,Norway,50 Cent - In Da Club,-48
694,UK,Sweden,50 Cent - In Da Club,-20
695,UK,Switzerland,50 Cent - In Da Club,-20
696,UK,Taiwan,50 Cent - In Da Club,-55
697,UK,UK,50 Cent - In Da Club,0
698,UK,USA,50 Cent - In Da Club,36
699,USA,Australia,50 Cent - Just A Lil Bit,-91
700,USA,Austria,50 Cent - Just A Lil Bit,-63
701,USA,Belgium,50 Cent - Just A Lil Bit,-63
702,USA,China,50 Cent - Just A Lil Bit,-56
703,USA,France,50 Cent - Just A Lil Bit,-64
704,USA,Ireland,50 Cent - Just A Lil Bit,-42
705,USA,Netherlands,50 Cent - Just A Lil Bit,-49
706,USA,New Zealand,50 Cent - Just A Lil Bit,-66
707,USA,Switzerland,50 Cent - Just A Lil Bit,-42
708,USA,UK,50 Cent - Just A Lil Bit,-43
709,USA,USA,50 Cent - Just A Lil Bit,0
710,UK,Australia,50 Cent - Just A Lil Bit,-48
711,UK,Austria,50 Cent - Just A Lil Bit,-20
712,UK,Belgium,50 Cent - Just A Lil Bit,-20
713,UK,China,50 Cent - Just A Lil Bit,-13
714,UK,France,50 Cent - Just A Lil Bit,-21
715,UK,Ireland,50 Cent - Just A Lil Bit,1
716,UK,Netherlands,50 Cent - Just A Lil Bit,-6
717,UK,New Zealand,50 Cent - Just A Lil Bit,-23
718,UK,Switzerland,50 Cent - Just A Lil Bit,1
719,UK,UK,50 Cent - Just A Lil Bit,0
720,UK,USA,50 Cent - Just A Lil Bit,43
721,USA,Australia,50 Cent - Outta Control,-7
722,USA,Austria,50 Cent - Outta Control,-34
723,USA,Canada,50 Cent - Outta Control,-7
724,USA,Greece,50 Cent - Outta Control,6
725,USA,Ireland,50 Cent - Outta Control,14
726,USA,Netherlands,50 Cent - Outta Control,7
727,USA,New Zealand,50 Cent - Outta Control,-17
728,USA,Switzerland,50 Cent - Outta Control,-21
729,USA,UK,50 Cent - Outta Control,13
730,USA,USA,50 Cent - Outta Control,0
731,UK,Australia,50 Cent - Outta Control,-20
732,UK,Austria,50 Cent - Outta Control,-47
733,UK,Canada,50 Cent - Outta Control,-20
734,UK,Greece,50 Cent - Outta Control,-7
735,UK,Ireland,50 Cent - Outta Control,1
736,UK,Netherlands,50 Cent - Outta Control,-6
737,UK,New Zealand,50 Cent - Outta Control,-30
738,UK,Switzerland,50 Cent - Outta Control,-34
739,UK,UK,50 Cent - Outta Control,0
740,UK,USA,50 Cent - Outta Control,-13
741,USA,Australia,50 Cent - P.i.m.p.,-98
742,USA,Austria,50 Cent - P.i.m.p.,-91
743,USA,Belgium,50 Cent - P.i.m.p.,-91
744,USA,Canada,50 Cent - P.i.m.p.,-84
745,USA,Denmark,50 Cent - P.i.m.p.,-84
746,USA,Finland,50 Cent - P.i.m.p.,-63
747,USA,France,50 Cent - P.i.m.p.,-148
748,USA,Greece,50 Cent - P.i.m.p.,-85
749,USA,Ireland,50 Cent - P.i.m.p.,-77
750,USA,Italy,50 Cent - P.i.m.p.,-51
751,USA,Netherlands,50 Cent - P.i.m.p.,-105
752,USA,New Zealand,50 Cent - P.i.m.p.,-85
753,USA,Norway,50 Cent - P.i.m.p.,-91
754,USA,Sweden,50 Cent - P.i.m.p.,-98
755,USA,Switzerland,50 Cent - P.i.m.p.,-77
756,USA,UK,50 Cent - P.i.m.p.,-78
757,USA,USA,50 Cent - P.i.m.p.,0
758,UK,Australia,50 Cent - P.i.m.p.,-20
759,UK,Austria,50 Cent - P.i.m.p.,-13
760,UK,Belgium,50 Cent - P.i.m.p.,-13
761,UK,Canada,50 Cent - P.i.m.p.,-6
762,UK,Denmark,50 Cent - P.i.m.p.,-6
763,UK,Finland,50 Cent - P.i.m.p.,15
764,UK,France,50 Cent - P.i.m.p.,-70
765,UK,Greece,50 Cent - P.i.m.p.,-7
766,UK,Ireland,50 Cent - P.i.m.p.,1
767,UK,Italy,50 Cent - P.i.m.p.,27
768,UK,Netherlands,50 Cent - P.i.m.p.,-27
769,UK,New Zealand,50 Cent - P.i.m.p.,-7
770,UK,Norway,50 Cent - P.i.m.p.,-13
771,UK,Sweden,50 Cent - P.i.m.p.,-20
772,UK,Switzerland,50 Cent - P.i.m.p.,1
773,UK,UK,50 Cent - P.i.m.p.,0
774,UK,USA,50 Cent - P.i.m.p.,78
775,USA,Finland,50 Cent - Straight To The Bank,13
776,USA,France,50 Cent - Straight To The Bank,11
777,USA,USA,50 Cent - Straight To The Bank,0
778,USA,Netherlands,50 Cent - Wanksta,-91
779,USA,USA,50 Cent - Wanksta,0
780,USA,Australia,50 Cent - Window Shopper,0
781,USA,Austria,50 Cent - Window Shopper,-6
782,USA,France,50 Cent - Window Shopper,-8
783,USA,Greece,50 Cent - Window Shopper,49
784,USA,Ireland,50 Cent - Window Shopper,49
785,USA,New Zealand,50 Cent - Window Shopper,18
786,USA,Norway,50 Cent - Window Shopper,49
787,USA,Switzerland,50 Cent - Window Shopper,21
788,USA,UK,50 Cent - Window Shopper,48
789,USA,USA,50 Cent - Window Shopper,0
790,UK,Australia,50 Cent - Window Shopper,-48
791,UK,Austria,50 Cent - Window Shopper,-54
792,UK,France,50 Cent - Window Shopper,-56
793,UK,Greece,50 Cent - Window Shopper,1
794,UK,Ireland,50 Cent - Window Shopper,1
795,UK,New Zealand,50 Cent - Window Shopper,-30
796,UK,Norway,50 Cent - Window Shopper,1
797,UK,Switzerland,50 Cent - Window Shopper,-27
798,UK,UK,50 Cent - Window Shopper,0
799,UK,USA,50 Cent - Window Shopper,-48
800,USA,Australia,"50 Cent, Eminem & Adam Levine - My Life",63
801,USA,Canada,"50 Cent, Eminem & Adam Levine - My Life",66
802,USA,Ireland,"50 Cent, Eminem & Adam Levine - My Life",31
803,USA,New Zealand,"50 Cent, Eminem & Adam Levine - My Life",62
804,USA,UK,"50 Cent, Eminem & Adam Levine - My Life",28
805,USA,USA,"50 Cent, Eminem & Adam Levine - My Life",0
806,UK,Australia,"50 Cent, Eminem & Adam Levine - My Life",35
807,UK,Canada,"50 Cent, Eminem & Adam Levine - My Life",38
808,UK,Ireland,"50 Cent, Eminem & Adam Levine - My Life",3
809,UK,New Zealand,"50 Cent, Eminem & Adam Levine - My Life",34
810,UK,UK,"50 Cent, Eminem & Adam Levine - My Life",0
811,UK,USA,"50 Cent, Eminem & Adam Levine - My Life",-28
812,USA,USA,504 Boyz - Wobble Wobble,0
813,UK,UK,5678s - Woo Hoo (sweet Nothing),0
814,USA,Chile,6ix9ine & Anuel AA - Bebe,-14
815,USA,Spain,6ix9ine & Anuel AA - Bebe,-7
816,USA,Switzerland,6ix9ine & Anuel AA - Bebe,20
817,USA,USA,6ix9ine & Anuel AA - Bebe,0
818,USA,UK,6ix9ine & Bobby Shmurda - Stoopid,7
819,USA,USA,6ix9ine & Bobby Shmurda - Stoopid,0
820,UK,UK,6ix9ine & Bobby Shmurda - Stoopid,0
821,UK,USA,6ix9ine & Bobby Shmurda - Stoopid,-7
822,USA,Austria,6ix9ine & Nicki Minaj - Trollz,1
823,USA,Bulgaria,6ix9ine & Nicki Minaj - Trollz,-8
824,USA,Canada,6ix9ine & Nicki Minaj - Trollz,0
825,USA,Ireland,6ix9ine & Nicki Minaj - Trollz,7
826,USA,Japan,6ix9ine & Nicki Minaj - Trollz,0
827,USA,Switzerland,6ix9ine & Nicki Minaj - Trollz,6
828,USA,UK,6ix9ine & Nicki Minaj - Trollz,0
829,USA,USA,6ix9ine & Nicki Minaj - Trollz,0
830,UK,Austria,6ix9ine & Nicki Minaj - Trollz,1
831,UK,Bulgaria,6ix9ine & Nicki Minaj - Trollz,-8
832,UK,Canada,6ix9ine & Nicki Minaj - Trollz,0
833,UK,Ireland,6ix9ine & Nicki Minaj - Trollz,7
834,UK,Japan,6ix9ine & Nicki Minaj - Trollz,0
835,UK,Switzerland,6ix9ine & Nicki Minaj - Trollz,6
836,UK,UK,6ix9ine & Nicki Minaj - Trollz,0
837,UK,USA,6ix9ine & Nicki Minaj - Trollz,0
838,USA,Australia,6ix9ine - Gooba,12
839,USA,Austria,6ix9ine - Gooba,1
840,USA,Bulgaria,6ix9ine - Gooba,-15
841,USA,Canada,6ix9ine - Gooba,0
842,USA,Denmark,6ix9ine - Gooba,1
843,USA,Finland,6ix9ine - Gooba,5
844,USA,France,6ix9ine - Gooba,14
845,USA,Ireland,6ix9ine - Gooba,7
846,USA,Italy,6ix9ine - Gooba,9
847,USA,Netherlands,6ix9ine - Gooba,7
848,USA,New Zealand,6ix9ine - Gooba,5
849,USA,Norway,6ix9ine - Gooba,4
850,USA,Sweden,6ix9ine - Gooba,12
851,USA,Switzerland,6ix9ine - Gooba,6
852,USA,UK,6ix9ine - Gooba,7
853,USA,USA,6ix9ine - Gooba,0
854,UK,Australia,6ix9ine - Gooba,5
855,UK,Austria,6ix9ine - Gooba,-6
856,UK,Bulgaria,6ix9ine - Gooba,-22
857,UK,Canada,6ix9ine - Gooba,-7
858,UK,Denmark,6ix9ine - Gooba,-6
859,UK,Finland,6ix9ine - Gooba,-2
860,UK,France,6ix9ine - Gooba,7
861,UK,Ireland,6ix9ine - Gooba,0
862,UK,Italy,6ix9ine - Gooba,2
863,UK,Netherlands,6ix9ine - Gooba,0
864,UK,New Zealand,6ix9ine - Gooba,-2
865,UK,Norway,6ix9ine - Gooba,-3
866,UK,Sweden,6ix9ine - Gooba,5
867,UK,Switzerland,6ix9ine - Gooba,-1
868,UK,UK,6ix9ine - Gooba,0
869,UK,USA,6ix9ine - Gooba,-7
870,USA,USA,6ix9ine - Gummo,0
871,USA,Canada,"6ix9ine, Nicki Minaj & Kanye West - Mama",0
872,USA,USA,"6ix9ine, Nicki Minaj & Kanye West - Mama",0
873,USA,Australia,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",5
874,USA,Austria,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",1
875,USA,Bulgaria,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-22
876,USA,Canada,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",0
877,USA,Finland,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-16
878,USA,Germany,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",7
879,USA,New Zealand,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",5
880,USA,Norway,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-15
881,USA,Sweden,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",28
882,USA,UK,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",7
883,USA,USA,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",0
884,UK,Australia,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-2
885,UK,Austria,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-6
886,UK,Bulgaria,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-29
887,UK,Canada,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-7
888,UK,Finland,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-23
889,UK,Germany,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",0
890,UK,New Zealand,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-2
891,UK,Norway,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-22
892,UK,Sweden,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",21
893,UK,UK,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",0
894,UK,USA,"6ix9ine, Nicki Minaj & Murda Beatz - Fefe",-7
895,USA,USA,702 - Star,0
896,USA,USA,702 - Where My Girls At?,0
897,Portugal,Portugal,9 Miller & Agir - De Volta,0
898,USA,USA,98 Degrees - Because Of You,0
899,USA,USA,98 Degrees - Give Me Just One Night,0
900,USA,USA,98 Degrees - I Do (Cherish You),0
901,USA,USA,98 Degrees - Invisible Man,0
902,USA,USA,98 Degrees - My Everything,0
903,USA,USA,98 Degrees - The Hardest Thing,0
904,USA,USA,98 Degrees - This Gift,0
905,UK,Australia,99 Souls & Brandy - The Girl Is Mine,-8
906,UK,Bulgaria,99 Souls & Brandy - The Girl Is Mine,-28
907,UK,Ireland,99 Souls & Brandy - The Girl Is Mine,1
908,UK,UK,99 Souls & Brandy - The Girl Is Mine,0
909,UK,UK,A - Good Time,0
910,UK,UK,A - Rush Song,0
911,USA,USA,A Boogie Wit Da Hoodie & 6ix9ine - Swervin,0
